t,player_x,obs1_x,obs1_y,obs2_x,obs2_y,obs3_x,obs3_y
15.406,0.6596,0.3984,0.9423,0.1522,0.8036,0.6561,0.6543
15.453,0.6361,0.3984,0.9518,0.1522,0.8133,0.6561,0.6642
15.500,0.6127,0.3984,0.9614,0.1522,0.8231,0.6561,0.6741
15.547,0.5892,0.3984,0.9709,0.1522,0.8328,0.6561,0.6841
15.596,0.5648,0.3984,0.9808,0.1522,0.8429,0.6561,0.6943
15.641,0.5420,0.3984,0.9902,0.1522,0.8524,0.6561,0.7040
15.703,0.5110,0.3984,1.0028,0.1522,0.8652,0.6561,0.7171
15.766,0.4794,0.3984,1.0156,0.1522,0.8783,0.6561,0.7304
15.812,0.4565,0.1522,0.8879,0.6561,0.7401,0.7431,0.5954
15.859,0.4332,0.1522,0.8975,0.6561,0.7499,0.7431,0.6053
15.906,0.4096,0.1522,0.9073,0.6561,0.7599,0.7431,0.6155
15.969,0.4096,0.1522,0.9203,0.6561,0.7732,0.7431,0.6290
16.016,0.4096,0.1522,0.9300,0.6561,0.7830,0.7431,0.6390
16.062,0.4096,0.1522,0.9396,0.6561,0.7928,0.7431,0.6490
16.109,0.4096,0.1522,0.9492,0.6561,0.8026,0.7431,0.6590
16.154,0.4096,0.1522,0.9588,0.6561,0.8124,0.7431,0.6689
16.201,0.4096,0.1522,0.9684,0.6561,0.8222,0.7431,0.6789
16.248,0.4096,0.1522,0.9781,0.6561,0.8321,0.7431,0.6889
16.294,0.4096,0.1522,0.9878,0.6561,0.8419,0.7431,0.6990
16.343,0.4096,0.1522,0.9979,0.6561,0.8522,0.7431,0.7094
16.391,0.4096,0.1522,1.0078,0.6561,0.8623,0.7431,0.7197
16.438,0.4096,0.1522,1.0176,0.6561,0.8722,0.7431,0.7298
16.500,0.3940,0.6561,0.8853,0.7431,0.7431,0.5492,0.5935
16.549,0.3695,0.6561,0.8956,0.7431,0.7536,0.5492,0.6042
16.595,0.3466,0.6561,0.9053,0.7431,0.7635,0.5492,0.6142
16.640,0.3237,0.6561,0.9150,0.7431,0.7733,0.5492,0.6242
16.688,0.3001,0.6561,0.9249,0.7431,0.7835,0.5492,0.6345
16.751,0.3001,0.6561,0.9383,0.7431,0.7970,0.5492,0.6483
16.799,0.2919,0.6561,0.9484,0.7431,0.8073,0.5492,0.6588
16.845,0.2771,0.6561,0.9581,0.7431,0.8172,0.5492,0.6688
16.893,0.2771,0.6561,0.9684,0.7431,0.8277,0.5492,0.6795
16.940,0.2618,0.6561,0.9782,0.7431,0.8377,0.5492,0.6897
16.987,0.2618,0.6561,0.9881,0.7431,0.8477,0.5492,0.6999
17.033,0.2467,0.6561,0.9979,0.7431,0.8577,0.5492,0.7100
17.096,0.2308,0.6561,1.0112,0.7431,0.8713,0.5492,0.7238
17.143,0.2308,0.7431,0.8814,0.5492,0.7341,0.3761,0.5859
17.190,0.2308,0.7431,0.8914,0.5492,0.7443,0.3761,0.5963
17.252,0.2308,0.7431,0.9047,0.5492,0.7578,0.3761,0.6101
17.316,0.2308,0.7431,0.9184,0.5492,0.7718,0.3761,0.6242
17.363,0.2308,0.7431,0.9286,0.5492,0.7821,0.3761,0.6348
17.425,0.2308,0.7431,0.9418,0.5492,0.7956,0.3761,0.6484
17.471,0.2308,0.7431,0.9518,0.5492,0.8057,0.3761,0.6587
17.517,0.2308,0.7431,0.9617,0.5492,0.8158,0.3761,0.6690
17.564,0.2076,0.7431,0.9717,0.5492,0.8260,0.3761,0.6794
17.610,0.1844,0.7431,0.9817,0.5492,0.8361,0.3761,0.6896
17.659,0.1599,0.7431,0.9922,0.5492,0.8468,0.3761,0.7005
17.704,0.1372,0.7431,1.0020,0.5492,0.8568,0.3761,0.7106
17.751,0.1140,0.7431,1.0119,0.5492,0.8669,0.3761,0.7209
17.797,0.0909,0.5492,0.8770,0.3761,0.7312,0.9458,0.5844
17.844,0.1141,0.5492,0.8872,0.3761,0.7415,0.9458,0.5949
17.906,0.1451,0.5492,0.9007,0.3761,0.7553,0.9458,0.6089
17.953,0.1690,0.5492,0.9111,0.3761,0.7659,0.9458,0.6197
18.001,0.1930,0.5492,0.9216,0.3761,0.7766,0.9458,0.6305
18.047,0.2161,0.5492,0.9317,0.3761,0.7868,0.9458,0.6410
18.093,0.2242,0.5492,0.9417,0.3761,0.7970,0.9458,0.6513
18.140,0.2242,0.5492,0.9520,0.3761,0.8074,0.9458,0.6619
18.186,0.2392,0.5492,0.9621,0.3761,0.8177,0.9458,0.6724
18.233,0.2392,0.5492,0.9724,0.3761,0.8282,0.9458,0.6830
18.296,0.2546,0.5492,0.9862,0.3761,0.8422,0.9458,0.6972
18.343,0.2546,0.5492,0.9963,0.3761,0.8525,0.9458,0.7077
18.390,0.2546,0.5492,1.0065,0.3761,0.8629,0.9458,0.7182
18.438,0.2627,0.5492,1.0172,0.3761,0.8737,0.9458,0.7293
18.500,0.2627,0.3761,0.8873,0.9458,0.7431,0.4624,0.5937
18.545,0.2627,0.3761,0.8975,0.9458,0.7534,0.4624,0.6041
18.608,0.2627,0.3761,0.9114,0.9458,0.7676,0.4624,0.6185
18.657,0.2627,0.3761,0.9223,0.9458,0.7786,0.4624,0.6298
18.721,0.2627,0.3761,0.9364,0.9458,0.7930,0.4624,0.6443
18.768,0.2627,0.3761,0.9470,0.9458,0.8037,0.4624,0.6552
18.817,0.2627,0.3761,0.9578,0.9458,0.8147,0.4624,0.6664
18.863,0.2627,0.3761,0.9680,0.9458,0.8251,0.4624,0.6769
18.925,0.2627,0.3761,0.9819,0.9458,0.8392,0.4624,0.6912
18.971,0.2627,0.3761,0.9921,0.9458,0.8495,0.4624,0.7017
19.018,0.2627,0.3761,1.0024,0.9458,0.8600,0.4624,0.7124
19.064,0.2627,0.3761,1.0128,0.9458,0.8705,0.4624,0.7231
19.111,0.2627,0.9458,0.8810,0.4624,0.7337,0.2253,0.5849
19.157,0.2627,0.9458,0.8914,0.4624,0.7443,0.2253,0.5956
19.204,0.2627,0.9458,0.9020,0.4624,0.7551,0.2253,0.6066
19.252,0.2627,0.9458,0.9130,0.4624,0.7662,0.2253,0.6179
19.299,0.2627,0.9458,0.9235,0.4624,0.7769,0.2253,0.6287
19.345,0.2627,0.9458,0.9339,0.4624,0.7874,0.2253,0.6394
19.391,0.2627,0.9458,0.9443,0.4624,0.7980,0.2253,0.6502
19.438,0.2627,0.9458,0.9550,0.4624,0.8088,0.2253,0.6611
19.487,0.2627,0.9458,0.9660,0.4624,0.8201,0.2253,0.6725
19.534,0.2391,0.9458,0.9767,0.4624,0.8309,0.2253,0.6835
19.581,0.2159,0.9458,0.9872,0.4624,0.8415,0.2253,0.6943
19.642,0.1852,0.9458,1.0010,0.4624,0.8556,0.2253,0.7086
19.690,0.1612,0.9458,1.0119,0.4624,0.8666,0.2253,0.7197
19.737,0.1376,0.4624,0.8775,0.2253,0.7307,0.5727,0.5861
19.786,0.1376,0.4624,0.8887,0.2253,0.7421,0.5727,0.5977
19.834,0.1376,0.4624,0.8995,0.2253,0.7531,0.5727,0.6089
19.897,0.1376,0.4624,0.9140,0.2253,0.7678,0.5727,0.6238
19.959,0.1376,0.4624,0.9283,0.2253,0.7823,0.5727,0.6385
20.006,0.1376,0.4624,0.9390,0.2253,0.7931,0.5727,0.6494
20.053,0.1376,0.4624,0.9497,0.2253,0.8041,0.5727,0.6605
20.100,0.1376,0.4624,0.9605,0.2253,0.8150,0.5727,0.6716
20.145,0.1376,0.4624,0.9710,0.2253,0.8257,0.5727,0.6824
20.210,0.1376,0.4624,0.9857,0.2253,0.8406,0.5727,0.6976
20.257,0.1376,0.4624,0.9966,0.2253,0.8516,0.5727,0.7087
20.304,0.1376,0.4624,1.0073,0.2253,0.8625,0.5727,0.7198
20.365,0.1376,0.2253,0.8768,0.5727,0.7343,0.5240,0.5917
20.411,0.1606,0.2253,0.8875,0.5727,0.7452,0.5240,0.6027
20.458,0.1687,0.2253,0.8983,0.5727,0.7561,0.5240,0.6138
20.504,0.1687,0.2253,0.9091,0.5727,0.7671,0.5240,0.6249
